origin_codmun,destination_codmun,flow_2016,flow_2017,Country
13300,54810,130.23,130.34,colombia
50370,73055,97.54,89.11,colombia
73268,18205,88.6,89.36,colombia
54109,68001,130.18,139.29,colombia
54418,54418,91.92,92.47,colombia
54109,50251,87.93,90.66,colombia
13894,15332,94.58,102.07,colombia
70124,25335,120.88,113.91,colombia
25777,70235,6.88,6.52,colombia
52287,23168,12.64,12.98,colombia
15537,15537,961.3,872.13,colombia
18150,86001,96.06,101.2,colombia
85136,73055,8.14,7.79,colombia
52473,19001,78.52,71.62,colombia
50318,76248,5.87,6.35,colombia
15507,15464,76.01,71.53,colombia
47053,47605,114.56,117.23,colombia
70124,94663,10.29,9.46,colombia
76109,68686,9.94,9.8,colombia
68780,54405,8.93,8.94,colombia
68549,68755,77.95,74.8,colombia
52378,76126,10.0,9.75,colombia
68855,68322,11.51,11.18,colombia
15837,15837,95.58,100.61,colombia
18029,73678,11.2,12.2,colombia
27205,25851,9.98,10.36,colombia
15839,70771,13.08,12.63,colombia
25151,50606,13.31,12.13,colombia
25322,15232,10.39,10.4,colombia
25506,5697,9.65,10.14,colombia
23660,23419,91.24,82.59,colombia
54109,5895,1154.02,1158.93,colombia
15224,70124,959.41,1016.11,colombia
25862,15835,89.28,94.33,colombia
25885,19397,117.23,119.63,colombia
19533,18150,715.88,708.05,colombia
68101,68013,60.49,63.59,colombia
15822,70124,81.89,74.64,colombia
73055,17665,11.56,11.03,colombia
91540,5051,117.7,107.64,colombia
5051,41306,91.9,98.99,colombia
68861,15248,11.37,10.78,colombia
25473,25473,1175.28,1069.36,colombia
68322,18150,101.83,95.05,colombia
85315,85315,932.05,866.97,colombia
15332,41026,132.94,123.86,colombia
25658,15135,113.71,111.36,colombia
44847,23417,104.68,105.81,colombia
13894,13647,77.81,78.1,colombia
44847,70204,12.74,12.26,colombia
18150,18460,9.56,10.28,colombia
25592,73055,111.42,108.19,colombia
70124,52001,85.04,89.69,colombia
68077,68077,1003.11,1083.48,colombia
5647,15131,7.41,6.97,colombia
13620,15332,117.51,121.55,colombia
25317,5002,12.41,11.76,colombia
68179,23168,7.58,7.65,colombia
52215,70124,115.3,105.66,colombia
15753,15753,114.9,114.19,colombia
41797,41132,107.54,99.38,colombia
41799,19548,9.65,9.82,colombia
5190,70124,6.94,6.41,colombia
20750,47545,10.38,10.89,colombia
68855,68549,13.06,12.48,colombia
15835,95200,11.24,12.33,colombia
25426,73520,65.99,70.49,colombia
25506,19548,118.36,112.11,colombia
47703,47545,9.5,9.32,colombia
52036,73449,10.63,10.08,colombia
23090,54670,10.44,10.58,colombia
19532,76403,11.22,10.72,colombia
68162,19513,9.39,10.08,colombia
73770,23168,10.74,10.21,colombia
25426,73270,87.88,95.83,colombia
5086,5893,13.8,12.5,colombia
15476,70124,12.97,13.01,colombia
25148,5051,8.33,8.96,colombia
68855,25599,9.52,8.75,colombia
68684,5364,104.35,105.05,colombia
15185,15185,1002.58,925.45,colombia
19212,70124,115.5,114.44,colombia
70124,19212,116.04,116.15,colombia
13667,23419,81.06,86.42,colombia
68152,68152,877.03,790.44,colombia
41770,15464,8.59,8.11,colombia
41770,15542,6.55,7.12,colombia
25168,76403,12.07,12.53,colombia
91540,50370,8.82,8.0,colombia
52287,5310,100.11,95.44,colombia
47675,44430,109.55,110.25,colombia
5380,85136,9.51,9.87,colombia
5310,5736,101.95,98.82,colombia
44650,47675,134.54,133.1,colombia
25322,15469,11.16,11.86,colombia
41132,5197,110.47,111.47,colombia
18150,25339,11.15,10.53,colombia
68101,5400,4.75,4.53,colombia
73148,73504,9.93,10.67,colombia
41244,15332,11.21,11.76,colombia
44110,8832,75.07,77.88,colombia
25506,5059,8.04,8.36,colombia
15808,5854,11.11,10.56,colombia
13001,44847,8.7,8.04,colombia
15798,23162,10.24,10.87,colombia
68101,5310,13.02,14.06,colombia
73449,52036,11.99,11.72,colombia
17442,85225,9.67,10.18,colombia
15806,15806,103.77,112.71,colombia
66440,66440,10.89,11.17,colombia
44847,47545,1042.53,1085.2,colombia
5282,44847,159.49,163.38,colombia
97161,70124,1323.1,1384.15,colombia
52720,52720,936.72,885.81,colombia
19532,97161,92.6,94.66,colombia
70124,5576,851.03,770.61,colombia
25506,54680,13.24,12.2,colombia
41132,19760,85.18,80.49,colombia
15839,19212,11.95,13.05,colombia
73770,25339,780.26,746.66,colombia
52411,18150,84.59,89.15,colombia
44090,44090,772.17,708.85,colombia
8573,15839,80.77,77.39,colombia
23168,54800,126.56,115.23,colombia
25851,85230,118.56,114.19,colombia
5030,70124,123.75,116.17,colombia
5120,5120,10.03,10.15,colombia
41551,19532,92.43,94.15,colombia
25572,25506,9.97,10.43,colombia
15299,15135,8.82,8.06,colombia
13670,70124,107.18,108.94,colombia
52083,73268,94.5,89.64,colombia
73055,19397,11.64,11.88,colombia
5856,25322,111.31,113.98,colombia
76248,18753,6.49,5.94,colombia
5761,68425,7.35,7.57,colombia
13647,15332,5.33,4.98,colombia
15218,70124,8.14,8.93,colombia
70124,47545,86.16,85.64,colombia
73449,25339,77.44,74.36,colombia
5425,70124,11.85,10.75,colombia
23168,25436,13.49,14.79,colombia
44847,13836,103.87,107.78,colombia
19807,41797,10.87,10.08,colombia
15332,73226,7.62,7.07,colombia
15879,15879,10.12,9.93,colombia
5364,73268,10.29,10.47,colombia
68264,70124,8.36,9.08,colombia
73678,86749,10.53,11.29,colombia
25402,27491,12.22,13.02,colombia
15187,15835,9.66,8.93,colombia
5051,47545,10.83,9.94,colombia
15723,5197,4.78,4.91,colombia
50370,25841,9.09,9.01,colombia
5125,68549,9.66,9.56,colombia
47555,8296,10.08,9.86,colombia
5148,68179,10.33,11.08,colombia
25402,20517,10.19,9.46,colombia
20443,20570,11.08,11.7,colombia
85136,68101,80.42,73.07,colombia
25317,70124,672.42,707.09,colombia
5313,68101,115.74,116.55,colombia
25885,25885,937.41,867.84,colombia
68425,5425,9.0,9.33,colombia
25862,25862,131.62,143.17,colombia
70124,81001,70.83,63.77,colombia
76248,19212,89.68,93.57,colombia
68549,97161,10.26,9.74,colombia
8832,97161,104.34,94.19,colombia
15755,23168,84.22,78.55,colombia
13894,47189,116.91,118.33,colombia
44847,52320,93.64,98.88,colombia
70508,44847,6.03,5.83,colombia
25181,25181,105.8,96.23,colombia
68079,15332,98.72,97.12,colombia
52378,70124,118.64,108.96,colombia
13140,8832,121.0,125.68,colombia
5040,5040,64.35,69.97,colombia
25799,68855,105.95,107.43,colombia
13458,13458,872.89,900.9,colombia
73449,70124,88.01,88.41,colombia
41799,54125,94.81,96.89,colombia
5091,70124,8.28,8.71,colombia
15763,15542,4.87,4.53,colombia
52411,44847,7.24,7.92,colombia
66687,68101,97.17,99.98,colombia
68572,17541,123.51,113.27,colombia
19532,19075,107.72,98.98,colombia
19212,19364,12.3,11.48,colombia
47545,70124,123.94,114.6,colombia
15087,23168,10.65,9.73,colombia
18479,73770,83.89,84.89,colombia
68498,73124,11.11,10.11,colombia
68101,17665,77.67,84.95,colombia
25799,25293,6.3,6.56,colombia
5631,68250,9.62,8.92,colombia
18753,54125,13.11,13.67,colombia
94001,25168,11.04,11.17,colombia
50370,54125,11.01,12.07,colombia
70124,15720,13.55,14.05,colombia
52317,52215,11.62,12.2,colombia
25658,19001,5.83,5.62,colombia
25178,25178,13.71,14.84,colombia
68549,5125,10.66,10.63,colombia
70124,23580,7.26,6.8,colombia
54680,19809,8.44,8.0,colombia
70124,23090,12.42,12.57,colombia
8832,8832,1075.73,1029.63,colombia
97161,19533,107.27,114.57,colombia
15550,70124,1216.81,1266.53,colombia
5652,70124,1047.27,1063.75,colombia
17433,25489,7.45,8.02,colombia
52001,52001,1204.69,1097.54,colombia
15332,68344,69.76,71.1,colombia
73217,25506,14.03,14.97,colombia
25799,25580,106.13,115.6,colombia
5856,5856,1002.87,1086.68,colombia
15638,97161,8.41,8.64,colombia
15466,15580,115.19,111.67,colombia
70124,68855,760.3,713.2,colombia
73055,5030,9.98,9.55,colombia
8634,47675,85.25,89.45,colombia
15761,25867,110.2,102.11,colombia
73268,52036,92.84,94.33,colombia
25799,25473,120.79,117.28,colombia
25506,25148,9.79,9.36,colombia
54128,15469,9.4,9.05,colombia
70124,47745,135.24,130.25,colombia
81001,81001,80.63,74.98,colombia
5893,68780,124.49,120.68,colombia
25745,25317,5.94,5.91,colombia
68855,76109,102.04,104.31,colombia
41016,50370,102.8,100.97,colombia
5736,5310,111.9,116.05,colombia
15664,5197,95.6,89.7,colombia
52323,52585,10.11,10.26,colombia
41801,70124,9.12,9.31,colombia
41797,19807,95.73,96.0,colombia
52250,19807,12.64,12.63,colombia
25506,76895,12.68,12.03,colombia
23670,13430,80.21,78.42,colombia
68101,85125,10.4,10.69,colombia
13442,13442,819.18,834.13,colombia
5310,5890,76.15,69.27,colombia
52385,15332,6.23,6.5,colombia
41013,73055,11.71,11.69,colombia
5847,76109,10.83,10.32,colombia
97161,25168,128.94,139.31,colombia
52287,73055,6.22,5.99,colombia
5360,50606,124.41,136.82,colombia
13873,47268,11.39,10.92,colombia
15332,68679,12.85,13.26,colombia
5585,68770,112.15,107.0,colombia
52565,76109,6.83,7.19,colombia
15332,25335,7.34,8.06,colombia
54109,81300,9.42,10.04,colombia
15332,25885,9.37,9.28,colombia
8832,76403,12.96,13.17,colombia
47707,44847,10.5,11.34,colombia
15696,15469,2.69,2.71,colombia
25339,18479,8.88,8.81,colombia
5809,70124,9.43,9.93,colombia
47675,44847,1461.39,1502.84,colombia
19075,19022,9.34,9.29,colombia
13042,13042,885.7,887.28,colombia
70124,73678,851.53,773.54,colombia
52240,52378,96.24,95.76,colombia
27430,27430,115.05,121.82,colombia
20787,23168,82.9,86.74,colombia
5051,13810,94.89,93.86,colombia
52323,52287,12.12,12.75,colombia
70473,70473,69.07,65.75,colombia
73352,25339,12.04,13.19,colombia
97161,73678,111.35,116.24,colombia
70124,76243,81.87,82.16,colombia
25326,25326,1338.95,1326.56,colombia
25845,70124,96.14,89.06,colombia
76109,18247,11.35,10.53,colombia
18592,41013,62.44,59.88,colombia
76403,76736,90.96,90.52,colombia
5665,5051,117.47,115.5,colombia
73461,25168,75.01,77.2,colombia
5209,5440,110.09,102.29,colombia
5652,25322,9.97,10.81,colombia
5190,68686,8.59,7.96,colombia
15580,15763,93.73,101.31,colombia
5789,15533,94.18,85.76,colombia
5893,5854,11.55,11.76,colombia
23168,23855,110.57,115.45,colombia
73449,73268,98.38,105.14,colombia
94001,76275,9.91,9.82,colombia
70124,41001,7.38,7.68,colombia
23001,23001,126.12,119.58,colombia
23168,76892,8.73,8.4,colombia
5642,68179,8.06,7.51,colombia
70771,41132,105.42,95.51,colombia
15368,73055,11.64,11.73,colombia
68425,5761,11.07,11.9,colombia
47605,70124,12.51,13.38,colombia
15755,41132,101.13,104.56,colombia
20250,5051,10.58,10.52,colombia
66687,5051,9.44,10.2,colombia
41503,41503,87.32,90.85,colombia
41013,18150,13.46,13.36,colombia
15580,15296,11.98,11.51,colombia
73352,18479,87.24,85.23,colombia
5030,68101,5.75,6.11,colombia
68500,15774,7.52,8.04,colombia
5030,5051,108.28,101.69,colombia
47551,44110,7.11,7.42,colombia
15466,15187,8.87,8.89,colombia
50606,99524,8.22,8.51,colombia
54673,54673,84.77,91.58,colombia
5501,5501,1455.98,1530.8,colombia
15466,15469,10.0,10.43,colombia
15763,5576,7.47,6.83,colombia
25491,73055,7.84,8.3,colombia
5579,5819,10.58,9.76,colombia
52320,13894,8.49,9.03,colombia
17446,17446,12.48,11.45,colombia
13620,20228,11.14,12.14,colombia
5475,68669,8.62,8.22,colombia
15580,25572,9.22,9.54,colombia
5736,5893,8.19,8.99,colombia
52685,76109,885.42,922.61,colombia
13620,13620,1025.99,1094.36,colombia
5051,5051,955.04,1034.97,colombia
15763,15763,921.18,967.77,colombia
15533,70124,1192.86,1208.95,colombia
91540,97161,114.01,119.67,colombia
68013,68101,130.36,135.09,colombia
47545,13620,888.28,839.4,colombia
25168,5652,90.79,87.89,colombia
70124,73461,92.11,96.21,colombia
54680,5854,107.21,107.37,colombia
17433,17433,753.51,760.12,colombia
19532,18205,8.41,8.09,colombia
54125,54128,110.98,106.08,colombia
70124,54810,97.22,99.02,colombia
15332,25339,112.06,110.75,colombia
25168,18785,145.17,147.8,colombia
68705,68705,9.88,9.52,colombia
63548,63548,776.19,838.11,colombia
15480,17777,6.47,6.14,colombia
19397,41668,119.61,123.53,colombia
5308,97161,105.69,98.22,colombia
50370,25845,95.69,91.7,colombia
25168,5051,102.38,102.5,colombia
70713,44847,120.73,114.52,colombia
47675,70717,11.31,12.42,colombia
15272,52835,7.65,7.89,colombia
41378,19532,8.36,8.84,colombia
18205,44847,7.32,7.47,colombia
44847,5425,11.29,11.16,colombia
15753,5206,9.98,10.52,colombia
47545,5051,10.03,10.62,colombia
23168,68179,11.25,10.53,colombia
15232,5652,104.61,112.3,colombia
25799,25596,13.86,13.99,colombia
52001,73770,86.37,91.48,colombia
5306,44847,90.97,89.71,colombia
68855,68498,8.01,7.7,colombia
73547,73547,133.17,127.89,colombia
15332,52110,11.34,10.57,colombia
41797,23168,7.96,7.96,colombia
15469,5034,105.48,110.34,colombia
70708,15839,9.08,8.65,colombia
27250,27250,91.89,97.6,colombia
5400,15537,7.58,6.93,colombia
70124,86757,9.25,8.33,colombia
76248,50318,9.72,9.58,colombia
13468,8141,10.51,11.37,colombia
41518,19824,9.27,9.92,colombia
73055,5631,8.13,7.76,colombia
25148,5576,12.49,12.91,colombia
25154,25154,77.35,72.76,colombia
15332,52083,10.29,9.61,colombia
41518,15537,11.29,11.03,colombia
73770,13894,8.15,7.69,colombia
8675,47703,8.6,7.85,colombia
5895,5310,92.04,99.34,colombia
94001,73055,125.37,125.13,colombia
52612,52612,1142.68,1132.3,colombia
5209,25592,86.84,95.3,colombia
66687,23168,80.87,74.02,colombia
70124,52694,83.64,90.61,colombia
41660,70124,72.53,67.61,colombia
97777,70124,116.69,114.01,colombia
13655,70771,9.46,10.16,colombia
68101,54810,8.15,8.83,colombia
15299,25486,114.01,124.41,colombia
70124,18785,106.48,115.67,colombia
19809,19130,77.73,79.18,colombia
54128,25506,9.78,10.13,colombia
70124,5237,11.13,10.64,colombia
13268,23162,104.54,110.36,colombia
15835,15580,130.01,121.15,colombia
19532,15296,101.62,98.88,colombia
47692,44847,73.5,77.27,colombia
27660,27660,102.64,99.5,colombia
70742,20750,111.25,113.46,colombia
15774,52411,112.11,106.77,colombia
70124,68861,10.33,9.31,colombia
94883,44847,8.51,7.82,colombia
5576,73055,8.1,7.6,colombia
68549,15332,12.3,11.66,colombia
13580,54250,10.12,10.77,colombia
25339,50226,10.94,10.73,colombia
15550,68020,10.2,10.12,colombia
23419,54800,10.85,9.96,colombia
54125,18753,11.03,10.21,colombia
8675,47675,9.76,8.95,colombia
23855,5665,9.9,9.55,colombia
44847,68327,53.66,53.79,colombia
13549,25658,99.56,96.25,colombia
47605,13430,9.62,9.52,colombia
5310,68780,121.07,116.13,colombia
5576,15001,88.94,84.39,colombia
5051,25200,70.54,72.44,colombia
68572,85225,115.83,104.35,colombia
70124,68013,10.55,10.41,colombia
52585,70124,11.44,11.9,colombia
25086,25086,79.01,80.05,colombia
70124,13650,9.57,10.39,colombia
73520,25506,12.06,11.55,colombia
76403,25612,7.15,6.86,colombia
73055,25486,7.7,7.01,colombia
15676,85225,11.98,12.4,colombia
73268,25288,9.16,8.77,colombia
8832,44847,1228.23,1223.85,colombia
25658,25658,859.16,818.41,colombia
70124,41548,7.06,7.15,colombia
73678,50226,723.6,685.23,colombia
23090,5051,55.87,59.95,colombia
5360,5360,1135.52,1038.44,colombia
13894,23168,121.64,130.02,colombia
97001,70124,112.77,111.76,colombia
5051,13074,100.61,91.82,colombia
94883,5051,129.94,131.06,colombia
5030,68773,115.68,111.16,colombia
5895,54680,8.88,9.41,colombia
76736,76736,60.09,63.55,colombia
47745,44847,126.7,120.33,colombia
5440,5209,107.77,116.7,colombia
15835,97161,83.82,83.51,colombia
5034,15814,126.43,133.82,colombia
23168,85162,7.0,6.59,colombia
70508,70508,1101.73,1153.0,colombia
5051,85400,7.09,7.22,colombia
73226,68425,7.85,8.26,colombia
25885,5051,7.88,7.97,colombia
73520,17524,115.49,121.82,colombia
15332,50370,14.45,14.9,colombia
15835,15763,77.79,79.44,colombia
13744,50251,8.75,8.83,colombia
25799,5051,11.21,11.3,colombia
25168,94663,9.11,8.82,colombia
47058,47058,111.13,101.92,colombia
76616,52685,10.35,10.95,colombia
19532,52427,105.97,106.4,colombia
13620,8421,8.94,8.72,colombia
13894,20060,112.33,107.72,colombia
41668,95200,87.32,86.2,colombia
15332,8832,117.35,128.03,colombia
50330,41799,7.56,8.05,colombia
52258,18150,72.07,73.88,colombia
86571,52287,95.81,99.18,colombia
41885,5400,9.72,9.56,colombia
41319,95015,9.82,10.65,colombia
70708,19001,131.69,138.22,colombia
20250,13838,10.66,9.82,colombia
76318,13654,10.74,11.18,colombia
25572,15464,11.56,11.47,colombia
68298,15690,8.93,8.61,colombia
13894,25322,8.37,8.77,colombia
70124,19450,13.49,14.77,colombia
13042,23855,9.95,9.16,colombia
50370,13894,8.58,9.28,colombia
47551,13647,11.62,12.58,colombia
76828,52378,12.75,13.88,colombia
68298,5642,10.72,9.77,colombia
13657,13657,10.48,10.46,colombia
15299,15299,1255.33,1262.49,colombia
5197,15185,124.2,116.48,colombia
52378,52258,108.12,103.14,colombia
23168,15299,622.97,634.82,colombia
23168,66687,101.23,93.5,colombia
73622,25845,102.19,98.04,colombia
15176,15632,11.71,12.83,colombia
54109,54125,121.95,111.31,colombia
94001,18753,11.62,11.46,colombia
15469,15332,3.52,3.71,colombia
25317,23168,14.98,14.85,colombia
23417,44847,8.39,8.38,colombia
5051,94001,105.04,111.37,colombia
15778,68101,8.07,7.44,colombia
15600,17867,12.92,12.13,colombia
19809,73055,7.85,8.51,colombia
5051,13458,68.51,72.15,colombia
25148,5789,9.18,9.11,colombia
52685,73678,97.12,103.1,colombia
25506,76318,112.49,105.56,colombia
15469,15580,97.72,107.1,colombia
18150,73770,101.19,94.79,colombia
25506,50689,107.14,97.22,colombia
68855,52320,76.16,82.51,colombia
68190,5604,10.23,11.15,colombia
5310,18785,8.92,8.18,colombia
15808,54109,13.44,13.22,colombia
5148,68327,131.31,128.45,colombia
47703,8141,9.36,8.48,colombia
54599,70124,10.03,9.15,colombia
76109,15638,10.37,9.77,colombia
44847,5264,75.31,79.34,colombia
25885,18256,9.97,9.55,colombia
70124,52520,12.82,12.87,colombia
81794,5264,8.44,9.2,colombia
68020,15507,7.57,8.18,colombia
15322,41132,9.92,10.58,colombia
76233,18753,14.82,15.05,colombia
50370,23079,9.25,9.9,colombia
15109,15162,9.47,8.63,colombia
54398,13810,9.17,8.4,colombia
25718,25295,10.62,9.93,colombia
19573,70124,13.58,12.89,colombia
94001,25875,10.0,10.93,colombia
73055,73449,9.79,10.28,colombia
76318,8832,8.81,8.48,colombia
73055,25295,82.16,78.87,colombia
25224,73283,9.19,8.5,colombia
5854,15550,7.8,8.02,colombia
25841,25506,10.1,10.44,colombia
8560,47675,11.14,12.22,colombia
47703,8675,11.22,10.12,colombia
5854,5051,7.46,7.27,colombia
76130,73483,8.97,8.94,colombia
76126,8832,8.59,8.82,colombia
68250,25841,7.89,8.49,colombia
25612,19256,12.0,11.78,colombia
15761,15761,1194.25,1093.78,colombia
70124,19809,107.34,107.52,colombia
52320,97161,921.34,857.66,colombia
5282,19532,12.43,12.89,colombia
25506,18753,54.47,56.31,colombia
25572,15533,72.63,69.94,colombia
5051,19532,89.52,90.15,colombia
25878,25878,940.79,968.59,colombia
70124,19397,900.47,828.18,colombia
47189,47189,919.03,945.17,colombia
23079,27800,129.74,135.25,colombia
73854,73854,880.8,894.97,colombia
97161,73449,94.12,103.29,colombia
13300,13667,906.58,976.89,colombia
20060,44847,105.96,101.21,colombia
20787,54800,82.59,79.81,colombia
68464,68464,68.75,70.49,colombia
70124,5368,96.16,105.15,colombia
25649,85010,7.96,7.97,colombia
23586,23586,94.73,103.26,colombia
73520,25486,159.91,165.41,colombia
44847,47245,14.22,13.38,colombia
15676,73055,9.71,9.64,colombia
5310,5051,6.26,6.12,colombia
52320,18205,10.28,10.15,colombia
5138,5138,129.91,129.13,colombia
25322,70820,103.46,100.58,colombia
25402,5051,9.05,8.74,colombia
13620,8141,11.03,10.91,colombia
8573,85250,69.19,68.32,colombia
5501,15332,8.49,8.3,colombia
27205,15090,9.25,9.25,colombia
5400,5148,8.94,8.21,colombia
76109,52435,14.73,15.83,colombia
5250,5893,10.28,9.97,colombia
41132,25506,10.08,10.33,colombia
5364,76318,9.94,9.98,colombia
23855,13042,9.78,10.0,colombia
15835,73443,10.8,9.79,colombia
99524,68673,7.93,8.63,colombia
5483,5483,116.94,116.09,colombia
68013,5607,9.2,8.87,colombia
18001,18001,122.14,125.93,colombia
15835,52405,11.05,10.7,colombia
70124,5854,930.51,995.88,colombia
70124,15839,1202.67,1157.1,colombia
52560,70124,112.72,108.63,colombia
68001,5250,11.74,11.4,colombia
52378,86749,84.87,91.01,colombia
15835,25224,49.39,49.45,colombia
68780,68780,1032.5,1007.08,colombia
70124,17616,140.44,150.95,colombia
27413,68020,100.35,100.09,colombia
54125,25506,113.99,108.1,colombia
73616,73616,122.96,129.95,colombia
52490,41132,70.54,66.18,colombia
15835,25513,95.53,89.92,colombia
25290,25290,1033.79,1052.33,colombia
5440,5313,9.28,8.56,colombia
5895,5890,128.37,125.1,colombia
15696,68020,70.97,71.89,colombia
25899,25200,96.36,90.76,colombia
15580,19397,104.48,111.9,colombia
97001,68855,12.58,13.01,colombia
66075,15135,118.07,127.71,colombia
15332,68229,153.75,156.35,colombia
70124,41660,66.76,69.91,colombia
13222,44847,9.9,10.11,colombia
25899,15299,126.75,124.88,colombia
73622,70124,70.98,67.29,colombia
15296,15835,6.06,5.99,colombia
41298,41548,8.69,8.21,colombia
52381,52699,118.25,128.24,colombia
17524,5051,9.8,9.47,colombia
13894,25168,112.82,119.78,colombia
27660,52560,9.5,9.28,colombia
73055,25168,96.97,106.47,colombia
41132,68327,89.32,87.83,colombia
5425,73268,11.8,11.9,colombia
54109,73055,8.5,8.21,colombia
54599,54599,111.54,110.08,colombia
15755,15757,8.28,8.71,colombia
94001,15299,9.82,9.23,colombia
25799,76400,72.01,65.6,colombia
15511,70124,84.96,88.16,colombia
25506,17665,13.0,13.25,colombia
13810,70708,8.19,8.64,colombia
47675,47161,73.76,67.68,colombia
70124,66400,10.43,9.48,colombia
76622,68101,7.54,7.32,colombia
5002,25148,8.79,8.03,colombia
68533,68533,65.79,67.41,colombia
25473,76497,9.15,8.62,colombia
15299,5209,8.69,8.78,colombia
15835,13894,13.77,12.48,colombia
70124,68264,11.83,12.22,colombia
97161,25649,8.64,9.17,colombia
54125,15469,11.84,12.06,colombia
97161,63470,8.37,8.96,colombia
68101,5364,7.39,8.07,colombia
76126,25053,12.57,11.89,colombia
68322,68322,715.22,678.1,colombia
5792,5652,145.54,144.37,colombia
66682,25662,120.3,113.61,colombia
18029,18029,1187.35,1153.24,colombia
52683,52378,11.04,11.21,colombia
25168,70820,134.53,140.98,colombia
50606,44847,115.29,117.05,colombia
97161,68322,95.27,89.83,colombia
52320,25506,11.73,12.68,colombia
25885,27495,120.52,118.88,colombia
73461,73461,753.74,710.21,colombia
25799,73055,8.46,9.27,colombia
54800,54800,739.98,710.79,colombia
70124,8634,86.9,92.95,colombia
5101,15469,14.64,13.42,colombia
5002,25317,86.48,80.77,colombia
76109,68425,122.23,133.12,colombia
76109,5364,7.87,7.98,colombia
15380,15299,114.67,122.13,colombia
25845,50370,86.01,78.64,colombia
5895,23350,12.59,11.45,colombia
13042,23090,111.97,108.97,colombia
47551,44650,73.34,74.5,colombia
5310,19532,5.76,5.26,colombia
23168,20250,10.65,11.66,colombia
5467,15696,127.24,117.54,colombia
95200,19701,75.38,77.62,colombia
76364,50370,9.03,9.15,colombia
25580,73686,114.93,121.91,colombia
50606,94001,128.64,136.08,colombia
25148,25506,10.61,11.37,colombia
70124,52352,9.65,9.66,colombia
68020,5051,9.86,9.61,colombia
25322,73055,11.05,10.03,colombia
47541,47541,137.22,141.04,colombia
25293,25839,8.29,7.6,colombia
23672,70124,11.44,10.51,colombia
25040,25040,90.84,98.62,colombia
5036,23419,7.96,7.49,colombia
5310,54099,10.49,10.37,colombia
5209,25200,5.84,6.31,colombia
73268,23168,90.78,87.18,colombia
52022,70124,13.21,12.55,colombia
44430,8832,8.74,9.29,colombia
85125,68101,10.95,10.64,colombia
15839,19532,12.71,13.16,colombia
5585,73152,9.74,9.99,colombia
50226,25649,11.46,11.51,colombia
70124,76001,8.62,8.89,colombia
8832,23675,9.19,9.43,colombia
23419,15322,8.19,8.63,colombia
73268,76109,777.38,772.88,colombia
5854,70124,902.33,869.2,colombia
19212,19212,866.24,837.52,colombia
52036,76126,8.04,7.29,colombia
13300,23168,876.72,876.95,colombia
76892,19212,87.11,80.08,colombia
5425,5425,888.36,976.07,colombia
25799,27745,103.24,112.1,colombia
15097,52694,8.31,9.12,colombia
20250,70124,93.05,99.45,colombia
17486,19532,13.36,14.44,colombia
70124,52720,99.71,95.94,colombia
52287,5893,140.98,148.4,colombia
70771,23660,45.12,41.11,colombia
25402,25402,968.06,890.96,colombia
41132,54720,10.27,9.43,colombia
68250,50606,954.35,918.83,colombia
25506,5051,96.54,103.15,colombia
76109,68079,112.39,115.98,colombia
25777,23419,7.61,8.1,colombia
68780,54109,12.32,11.38,colombia
27800,27800,830.89,820.15,colombia
52788,52354,6.25,6.23,colombia
15317,15317,117.02,117.74,colombia
68229,15332,102.44,107.96,colombia
25769,73152,96.7,101.32,colombia
25513,97161,11.07,12.15,colombia
23090,13042,52.31,49.74,colombia
68573,5854,145.38,155.97,colombia
70124,27245,8.12,8.92,colombia
25524,25524,658.82,670.86,colombia
44847,44874,136.1,141.28,colombia
52110,18205,64.82,65.36,colombia
25799,63001,10.65,11.69,colombia
41132,8832,13.39,12.91,colombia
54599,5893,7.22,7.14,colombia
20621,13683,79.5,79.07,colombia
25851,68855,69.83,75.86,colombia
73055,76109,83.18,85.73,colombia
5150,70124,8.16,8.48,colombia
68051,68051,62.45,60.14,colombia
23660,68101,8.41,8.65,colombia
25799,73678,11.5,11.52,colombia
52250,19001,8.7,9.42,colombia
73268,86755,9.57,9.54,colombia
76403,54125,11.39,12.09,colombia
19256,25612,14.57,13.47,colombia
27787,27787,106.85,101.23,colombia
73055,15135,1064.12,980.23,colombia
5310,5310,905.68,921.14,colombia
44847,13620,1125.04,1028.0,colombia
50287,70124,10.41,9.96,colombia
41797,94883,8.74,8.54,colombia
5585,50606,106.81,105.64,colombia
19397,25885,112.01,108.3,colombia
70771,73055,79.9,79.61,colombia
25823,25823,939.27,989.99,colombia
47605,47605,1056.32,1114.76,colombia
25506,15380,116.67,116.69,colombia
54125,76248,11.83,10.65,colombia
8421,47258,14.99,15.54,colombia
15755,5642,108.89,116.97,colombia
52585,52506,95.78,103.45,colombia
50318,70124,9.43,10.24,colombia
73449,44847,103.78,102.72,colombia
5190,5190,880.52,887.2,colombia
54174,54174,995.21,896.98,colombia
68855,15753,104.01,112.22,colombia
17777,68001,9.59,9.71,colombia
27086,27086,1016.22,1009.87,colombia
23001,23168,98.42,97.55,colombia
19532,52001,11.14,12.04,colombia
19532,70820,13.15,12.04,colombia
52683,52385,10.99,11.07,colombia
5364,13654,98.99,95.4,colombia
5893,54599,13.28,13.51,colombia
25572,15580,7.64,7.21,colombia
5059,70124,69.11,65.2,colombia
5368,25168,12.05,11.07,colombia
23419,50370,8.87,8.71,colombia
15442,25885,15.01,16.11,colombia
