codmun,latitude,longitude,county,country
4741,-22.14182264,-50.09342772,Microrregião de Marília,brazil
4742,-20.20190839,-49.35604684,Microrregião de São José do Rio Preto,brazil
4743,-20.6985179,-47.90616233,Microrregião de São Joaquim da Barra,brazil
4744,-23.52890756,-46.78906391,Microrregião de Osasco,brazil
4745,-22.29478653,-50.25716279,Microrregião de Marília,brazil
4746,-21.73247558,-50.87359489,Microrregião de Adamantina,brazil
4747,-22.95279775,-49.85230977,Microrregião de Ourinhos,brazil
4748,-21.51016005,-51.73748169,Microrregião de Dracena,brazil
4749,-19.92299087,-50.40152469,Microrregião de Fernandópolis,brazil
4750,-21.49510503,-51.27411635,Microrregião de Adamantina,brazil
4751,-20.32112962,-49.49817306,Microrregião de São José do Rio Preto,brazil
4752,-21.10401064,-48.82648787,Pirangueiro do Tietê,brazil
4753,-20.43859132,-50.74890831,Microrregião de Jales,brazil
4754,-22.82855597,-50.22063098,Microrregião de Assis,brazil
4755,-21.46270084,-51.85715355,Microrregião de Dracena,brazil
4756,-21.01933908,-48.76459759,Pirangueiro do Tietê,brazil
4757,-22.45877408,-50.62659579,Microrregião de Assis,brazil
4758,-23.47793618,-45.64167404,Microrregião do Paraibuna e Paraitinga,brazil
4759,-23.43797127,-48.7952594,Microrregião de Avaré,brazil
4760,-20.06406826,-50.59401747,Microrregião de Jales,brazil
4761,-21.85277415,-50.82130531,Microrregião de Adamantina,brazil
4762,-23.1019693,-48.40229297,Microrregião de Botucatu,brazil
4763,-24.67825289,-47.85009149,Microrregião de Registro,brazil
4764,-20.27081165,-50.03736038,Microrregião de Votuporanga,brazil
4765,-20.70451095,-47.28987149,Microrregião de Franca,brazil
4766,-22.74772985,-47.144866,Microrregião de Campinas,brazil
4767,-21.19848514,-51.79070351,Microrregião de Dracena,brazil
4768,-22.56810504,-49.30581921,Microrregião de Bauru,brazil
4769,-20.0664665,-49.46368847,Microrregião de São José do Rio Preto,brazil
4770,-22.30073506,-48.8610593,Microrregião de Jaú,brazil
4771,-22.77527649,-46.44170771,Microrregião de Amparo,brazil
4772,-20.20997007,-50.10682415,Microrregião de Fernandópolis,brazil
4773,-20.20696642,-47.43871918,Microrregião de Franca,brazil
4774,-22.75417327,-46.88873668,Microrregião de Campinas,brazil
4775,-22.81656464,-50.80260184,Microrregião de Assis,brazil
4776,-24.16335962,-47.16332368,Microrregião de Itanhaém,brazil
4777,-21.40497386,-50.09588096,Microrregião de Birigui,brazil
4778,-20.67765053,-51.10642799,Microrregião de Andradina,brazil
4779,-23.12062184,-47.97891311,Microrregião de Tatuí,brazil
4780,-24.27909375,-47.01196909,Microrregião de Itanhaém,brazil
4781,-21.57083292,-50.64350673,Microrregião de Birigui,brazil
4782,-23.78671905,-47.43819456,Microrregião de Piedade,brazil
4783,-23.85623099,-47.72838037,Microrregião de Piedade,brazil
4784,-22.87953976,-45.45899889,Microrregião de São José dos Campos,brazil
4785,-21.20934523,-48.91146295,Pirangueiro do Tietê,brazil
4786,-22.13025847,-46.68367179,Microrregião de São João da Boa Vista,brazil
4787,-22.77864579,-46.57317745,Microrregião de Amparo,brazil
4788,-21.85309937,-51.73169134,Microrregião de Presidente Prudente,brazil
4789,-22.59001346,-45.17361677,Microrregião de Guaratinguetá,brazil
4790,-23.0467249,-46.30289819,Microrregião de Bragança Paulista,brazil
4791,-22.72594757,-47.78269974,Microrregião de Piracicaba,brazil
4792,-21.99559866,-47.38999623,Microrregião de Pirassununga,brazil
4793,-21.80803603,-49.28561896,Microrregião de Bauru,brazil
4794,-22.53705947,-49.41426647,Microrregião de Bauru,brazil
4795,-21.09348548,-48.6693191,Microrregião de Jaboticabal,brazil
4796,-23.37795034,-46.98465022,Microrregião de Osasco,brazil
4797,-22.47939626,-51.61995484,Microrregião de Presidente Prudente,brazil
4798,-22.42555244,-49.19207235,Microrregião de Bauru,brazil
4799,-21.00597031,-48.24946628,Microrregião de Jaboticabal,brazil
4800,-21.00098105,-49.93582449,Pirangueiro do Tietê,brazil
4801,-22.62525714,-50.2127639,Microrregião de Assis,brazil
4802,-23.53028156,-46.34559022,Microrregião de Mogi das Cruzes,brazil
4803,-20.75211396,-49.82004777,Pirangueiro do Tietê,brazil
4804,-22.02886452,-50.18721196,Microrregião de Marília,brazil
4805,-21.72991125,-49.35853747,Microrregião de Bauru,brazil
4806,-20.45055719,-50.52496164,Microrregião de Jales,brazil
4807,-20.9844761,-48.06478682,Microrregião de Ribeirão Preto,brazil
4808,-20.17495885,-49.75757277,Microrregião de Votuporanga,brazil
4809,-19.90727124,-50.5165317,Microrregião de Jales,brazil
4810,-23.1735848,-48.11739531,Microrregião de Tatuí,brazil
4811,-23.23013105,-47.51655417,Microrregião de Sorocaba,brazil
4812,-21.84143673,-47.44653435,Microrregião de Pirassununga,brazil
4813,-22.82516467,-45.30295546,Microrregião de Guaratinguetá,brazil
4814,-21.07491484,-49.39156431,Pirangueiro do Tietê,brazil
4815,-21.83738405,-51.07489898,Microrregião de Adamantina,brazil
4816,-21.34436801,-48.08589328,Microrregião de Ribeirão Preto,brazil
4817,-24.0179913,-46.54883184,Microrregião de Santos,brazil
4818,-22.81779671,-48.69879318,Microrregião de Botucatu,brazil
4819,-22.12131421,-49.4319646,Microrregião de Bauru,brazil
4820,-22.10793951,-51.61996186,Microrregião de Presidente Prudente,brazil
4821,-21.90987927,-52.17314369,Microrregião de Presidente Prudente,brazil
4822,-21.99289127,-51.34287435,Microrregião de Presidente Prudente,brazil
4823,-21.7928571,-51.83800706,Microrregião de Presidente Prudente,brazil
4824,-21.52477004,-49.87055702,Microrregião de Lins,brazil
4825,-23.30046033,-48.03870966,Microrregião de Tatuí,brazil
4826,-22.20635526,-50.64523628,Microrregião de Assis,brazil
4827,-21.80016941,-50.24451214,Microrregião de Tupã,brazil
4828,-22.5039562,-44.78513434,Microrregião de Guaratinguetá,brazil
4829,-22.09956461,-50.36885785,Microrregião de Tupã,brazil
4830,-23.04535561,-47.58887514,Microrregião de Piracicaba,brazil
4831,-22.2824047,-50.92813655,Microrregião de Presidente Prudente,brazil
4832,-23.25326222,-45.52621656,Microrregião do Paraibuna e Paraitinga,brazil
4833,-22.25210039,-51.29387319,Microrregião de Presidente Prudente,brazil
4834,-21.88290527,-49.18029091,Microrregião de Bauru,brazil
4835,-24.50340244,-47.81927915,Microrregião de Registro,brazil
4836,-20.6478332,-47.50608026,Microrregião de Franca,brazil
4837,-22.05947189,-48.18538853,Microrregião de São Carlos,brazil
4838,-24.25591935,-48.77797261,Microrregião de Capão Bonito,brazil
4839,-20.44820621,-47.57313536,Microrregião de Franca,brazil
4840,-22.75139552,-49.92243967,Microrregião de Ourinhos,brazil
4841,-21.78428108,-51.58336637,Microrregião de Presidente Prudente,brazil
4842,-24.18888629,-48.35862193,Microrregião de Capão Bonito,brazil
4843,-23.70092849,-46.40281712,Microrregião de São Paulo,brazil
4844,-24.60766421,-49.03675816,Microrregião de Capão Bonito,brazil
4845,-21.21075101,-47.8210709,Microrregião de Ribeirão Preto,brazil
4846,-20.06161343,-47.44150253,Microrregião de Franca,brazil
4847,-21.68082067,-50.71727448,Microrregião de Adamantina,brazil
4848,-21.59340464,-48.0312834,Microrregião de Araraquara,brazil
4849,-22.37317398,-47.57956155,Microrregião de Rio Claro,brazil
4850,-22.85036171,-47.59879456,Microrregião de Piracicaba,brazil
4851,-23.73798045,-46.37956093,Microrregião de São Paulo,brazil
4852,-20.02369839,-49.70959296,Microrregião de Votuporanga,brazil
4853,-23.84676781,-49.44770971,Microrregião de Itapeva,brazil
4854,-22.48883199,-52.83690444,Microrregião de Presidente Prudente,brazil
4855,-22.93287384,-45.30213598,Microrregião de São José dos Campos,brazil
4856,-21.36087144,-50.78593854,Microrregião de Araçatuba,brazil
4857,-20.24761394,-51.0176325,Microrregião de Jales,brazil
4858,-22.68127521,-45.68640004,Microrregião de Campos do Jordão,brazil
4859,-23.81292109,-46.55040438,Microrregião de São Paulo,brazil
4860,-23.62616848,-46.56567421,Microrregião de São Paulo,brazil
4861,-21.91857385,-47.86709407,Microrregião de São Carlos,brazil
4862,-20.3656512,-50.67600162,Microrregião de Jales,brazil
4863,-21.97770375,-46.80188879,Microrregião de São João da Boa Vista,brazil
4864,-20.40849261,-50.38336634,Microrregião de Fernandópolis,brazil
4865,-20.5208308,-50.35633548,Microrregião de Auriflama,brazil
4866,-21.22332857,-51.67314748,Microrregião de Dracena,brazil
4867,-20.55030582,-47.93818675,Microrregião de São Joaquim da Barra,brazil
4868,-20.58700017,-47.62723459,Microrregião de Franca,brazil
4869,-22.74888367,-44.58687717,Microrregião de Bananal,brazil
4870,-21.60344619,-46.87917467,Microrregião de São João da Boa Vista,brazil
4871,-20.79748841,-49.35832491,Pirangueiro do Tietê,brazil
4872,-23.09044028,-45.9285931,Microrregião de São José dos Campos,brazil
4873,-23.85203225,-46.93626609,Microrregião Itapecerica da Serra,brazil
4874,-23.23994148,-45.25375581,Microrregião do Paraibuna e Paraitinga,brazil
4875,-22.68185752,-48.54044983,Microrregião de Botucatu,brazil
4876,-23.91400186,-47.99357506,Microrregião de Piedade,brazil
4877,-23.65041685,-46.64802515,Microrregião de São Paulo,brazil
4878,-22.67890282,-49.77199021,Microrregião de Ourinhos,brazil
4879,-22.55887346,-47.92470835,Microrregião de Piracicaba,brazil
4880,-23.54886,-47.10980876,Microrregião de Sorocaba,brazil
4881,-21.75349491,-46.75313172,Microrregião de São João da Boa Vista,brazil
4882,-23.75807128,-45.59730728,Microrregião de Caraguatatuba,brazil
4883,-21.46134264,-47.56821164,Microrregião de Ribeirão Preto,brazil
4884,-23.9678055,-46.48134128,Microrregião de Santos,brazil
4885,-21.46886574,-49.57787637,Microrregião de Lins,brazil
4886,-21.8672177,-50.98981484,Microrregião de Adamantina,brazil
4887,-20.83178839,-47.85439621,Microrregião de Ribeirão Preto,brazil
4888,-23.57973228,-45.84285028,Microrregião de Mogi das Cruzes,brazil
4889,-21.34670924,-49.50259461,Pirangueiro do Tietê,brazil
4890,-21.5881655,-50.87638725,Microrregião de Adamantina,brazil
4891,-22.8709454,-47.73283943,Microrregião de Piracicaba,brazil
4892,-23.65250383,-47.58022837,Microrregião de Sorocaba,brazil
4893,-22.87044321,-49.96113492,Microrregião de Ourinhos,brazil
4894,-23.17989077,-47.30222057,Microrregião de Sorocaba,brazil
4895,-22.47755396,-51.84164731,Microrregião de Presidente Prudente,brazil
4896,-21.31768216,-48.81881198,Pirangueiro do Tietê,brazil
4897,-20.0141428,-50.72747284,Microrregião de Jales,brazil
4898,-22.8004457,-47.42801486,Microrregião de Campinas,brazil
4899,-23.42553678,-45.86344906,Microrregião de São José dos Campos,brazil
4900,-20.06680727,-50.90864015,Microrregião de Jales,brazil
4901,-22.12141654,-47.48522729,Microrregião de Limeira,brazil
4902,-21.27431241,-47.43889441,Microrregião de Batatais,brazil
4903,-21.85534089,-47.24984184,Microrregião de Pirassununga,brazil
4904,-22.80892775,-49.56830379,Microrregião de Ourinhos,brazil
4905,-21.4519188,-48.36639369,Microrregião de Jaboticabal,brazil
4906,-20.24294218,-50.95215963,Microrregião de Jales,brazil
4907,-22.47456015,-47.5210082,Microrregião de Limeira,brazil
4908,-23.28881474,-46.24197125,Microrregião de Guarulhos,brazil
4909,-21.67028439,-48.05667673,Microrregião de Araraquara,brazil
4910,-22.56343802,-48.15551027,Microrregião de Piracicaba,brazil
4911,-21.31692837,-51.73678969,Microrregião de Dracena,brazil
4912,-20.09655795,-50.81283689,Microrregião de Jales,brazil
4913,-21.68195672,-47.50780122,Microrregião de Ribeirão Preto,brazil
4914,-21.50361414,-47.36621081,Microrregião de Ribeirão Preto,brazil
4915,-20.25820833,-50.71983712,Microrregião de Jales,brazil
4916,-21.66004502,-50.51803411,Microrregião de Birigui,brazil
4917,-20.26041986,-50.79704278,Microrregião de Jales,brazil
4918,-23.44900731,-46.91563884,Microrregião de Osasco,brazil
4919,-22.03795836,-51.7223988,Microrregião de Presidente Prudente,brazil
4920,-23.72831561,-46.44131427,Microrregião de São Paulo,brazil
4921,-20.87276943,-50.55447408,Microrregião de Araçatuba,brazil
4922,-21.09216577,-47.19562362,Microrregião de Batatais,brazil
4923,-22.60299134,-46.94946419,Microrregião de Moji-Mirim,brazil
4924,-22.83155421,-45.69786919,Microrregião de Campos do Jordão,brazil
4925,-21.82480923,-51.36987783,Microrregião de Presidente Prudente,brazil
4926,-23.86499103,-46.28935145,Microrregião de Santos,brazil
4927,-23.66378086,-47.78562228,Microrregião de Sorocaba,brazil
4928,-23.25708217,-49.48168634,Microrregião de Ourinhos,brazil
4929,-20.62930849,-49.91540461,Pirangueiro do Tietê,brazil
4930,-21.31573651,-47.54951614,Microrregião de Ribeirão Preto,brazil
4931,-22.58873767,-46.68614154,Microrregião de Amparo,brazil
4932,-21.21693022,-47.612356,Microrregião de Ribeirão Preto,brazil
4933,-21.12295821,-48.00883522,Microrregião de Ribeirão Preto,brazil
4934,-24.27383936,-47.93513933,Microrregião de Registro,brazil
4935,-20.79319629,-48.79327412,Pirangueiro do Tietê,brazil
4936,-22.73445083,-44.8407973,Microrregião de Bananal,brazil
4937,-22.61109155,-46.52427932,Microrregião de Amparo,brazil
4938,-23.46436705,-47.44659497,Microrregião de Sorocaba,brazil
4939,-20.66696012,-50.90075824,Microrregião de Andradina,brazil
4940,-22.84117103,-47.26340262,Microrregião de Campinas,brazil
4941,-23.50641152,-46.29315923,Microrregião de Mogi das Cruzes,brazil
4942,-21.62039422,-49.33949774,Microrregião de Bauru,brazil
4943,-20.93164208,-49.02903763,Pirangueiro do Tietê,brazil
4944,-21.71313007,-48.63052886,Microrregião de Araraquara,brazil
4945,-23.61999413,-46.78614686,Microrregião Itapecerica da Serra,brazil
4946,-22.5046184,-51.34204069,Microrregião de Presidente Prudente,brazil
4947,-23.47362146,-49.39726715,Microrregião de Ourinhos,brazil
4948,-21.13149784,-48.5301663,Microrregião de Jaboticabal,brazil
4949,-21.13218595,-48.42819021,Microrregião de Jaboticabal,brazil
4950,-21.60149268,-47.23870102,Microrregião de São João da Boa Vista,brazil
4951,-20.53097607,-49.64654603,Pirangueiro do Tietê,brazil
4952,-24.00837668,-47.61905578,Microrregião de Piedade,brazil
4953,-21.45055191,-46.74180653,Microrregião de São João da Boa Vista,brazil
4954,-21.06886539,-48.39919959,Microrregião de Jaboticabal,brazil
4955,-21.42534822,-48.53793667,Microrregião de Jaboticabal,brazil
4956,-23.52980153,-49.23450119,Microrregião de Itapetininga,brazil
4957,-23.943019,-48.68805649,Microrregião de Itapeva,brazil
4958,-22.35909434,-51.6264212,Microrregião de Presidente Prudente,brazil
4959,-22.76291478,-50.60143427,Microrregião de Assis,brazil
4960,-23.36171167,-47.86938435,Microrregião de Tatuí,brazil
4961,-23.08684248,-45.50224771,Microrregião de São José dos Campos,brazil
4962,-23.34200857,-49.30642202,Microrregião de Ourinhos,brazil
4963,-22.41654278,-52.37383424,Microrregião de Presidente Prudente,brazil
4964,-20.77841653,-48.3460938,Microrregião de Jaboticabal,brazil
4965,-23.04993003,-47.70868085,Microrregião de Piracicaba,brazil
4966,-23.19523464,-49.61059905,Microrregião de Ourinhos,brazil
4967,-23.2499065,-48.21257424,Microrregião de Tatuí,brazil
4968,-22.44301487,-48.16374371,Microrregião de Rio Claro,brazil
4969,-20.27231972,-50.86971282,Microrregião de Jales,brazil
4970,-22.03209822,-48.34542675,Microrregião de Araraquara,brazil
4971,-22.94048868,-45.60374084,Microrregião de São José dos Campos,brazil
4972,-22.83062298,-46.68749115,Microrregião de Bragança Paulista,brazil
4973,-21.94746502,-50.53487608,Microrregião de Tupã,brazil
4974,-21.39033073,-51.5870955,Microrregião de Dracena,brazil
4975,-20.9405738,-50.11084402,Microrregião de Birigui,brazil
4976,-20.08345922,-50.4569457,Microrregião de Fernandópolis,brazil
4977,-21.2193902,-49.74804234,Pirangueiro do Tietê,brazil
4978,-23.38176926,-45.02441883,Microrregião de Caraguatatuba,brazil
4979,-22.54354346,-49.6657961,Microrregião de Bauru,brazil
4980,-20.93717258,-49.15757812,Pirangueiro do Tietê,brazil
4981,-20.8906127,-49.88695708,Pirangueiro do Tietê,brazil
4982,-20.20862083,-50.65237566,Microrregião de Jales,brazil
4983,-21.76606658,-49.2966886,Microrregião de Bauru,brazil
4984,-21.20449803,-49.26495669,Pirangueiro do Tietê,brazil
4985,-23.21938667,-46.8244586,Microrregião de Jundiaí,brazil
4986,-20.41971512,-50.10182719,Microrregião de Votuporanga,brazil
4987,-22.975078,-46.98110903,Microrregião de Campinas,brazil
4988,-21.20301912,-50.92425915,Microrregião de Araçatuba,brazil
4989,-21.86022052,-46.89857701,Microrregião de São João da Boa Vista,brazil
4990,-23.62784,-47.0160906,Microrregião Itapecerica da Serra,brazil
4991,-22.88959153,-46.4143208,Microrregião de Bragança Paulista,brazil
4992,-22.23380353,-49.82615133,Microrregião de Marília,brazil
4993,-23.04609458,-46.9786618,Microrregião de Campinas,brazil
4994,-20.8838148,-48.30985023,Microrregião de Jaboticabal,brazil
4995,-21.17630088,-48.64916533,Microrregião de Jaboticabal,brazil
4996,-20.19824561,-50.48557855,Microrregião de Jales,brazil
4997,-23.57982399,-47.40647328,Microrregião de Sorocaba,brazil
4998,-20.45765435,-49.98962191,Microrregião de Votuporanga,brazil
4999,-21.12482147,-50.04950066,Microrregião de Birigui,brazil
5000,-26.76576321,-51.61274092,Microrregião de Joaçaba,brazil
5001,-27.05298553,-52.95687139,Microrregião de Chapecó,brazil
5002,-26.8515619,-52.85331464,Microrregião de Chapecó,brazil
5003,-27.73111545,-48.92817915,Microrregião de Tabuleiro,brazil
5004,-27.58406558,-51.0559015,Microrregião de Curitibanos,brazil
5005,-26.56287138,-52.25596179,Microrregião de Xanxerê,brazil
5006,-27.45462106,-49.82466673,Microrregião de Ituporanga,brazil
5007,-27.32366267,-49.72316129,Microrregião de Rio do Sul,brazil
5008,-27.70581115,-49.33123509,Microrregião de Tabuleiro,brazil
5009,-27.42186446,-51.92484611,Microrregião de Concórdia,brazil
5010,-26.53259109,-53.3330038,Microrregião de São Miguel D'Oeste,brazil
5011,-27.54295704,-49.06735086,Microrregião de Tijucas,brazil
5012,-27.7309185,-51.07971154,Microrregião de Campos de Lages,brazil
5013,-27.88005386,-49.13959086,Microrregião de Tabuleiro,brazil
5014,-27.49718525,-48.83327239,Microrregião de Florianópolis,brazil
5015,-27.12408264,-49.36431981,Microrregião de Blumenau,brazil
5016,-27.14142059,-52.18122328,Microrregião de Concórdia,brazil
5017,-26.46146815,-48.75921921,Microrregião de Joinville,brazil
5018,-28.94262159,-49.47284887,Microrregião de Araranguá,brazil
5019,-28.23791436,-49.01567362,Microrregião de Tubarão,brazil
5020,-26.9219272,-51.33773457,Microrregião de Joaçaba,brazil
5021,-27.07156826,-52.44165343,Microrregião de Concórdia,brazil
5022,-26.97337427,-49.39572122,Microrregião de Blumenau,brazil
5023,-27.43707393,-49.74230748,Microrregião de Ituporanga,brazil
5024,-27.32917766,-49.59045964,Microrregião de Rio do Sul,brazil
5025,-27.00529644,-48.62152183,Microrregião de Itajaí,brazil
5026,-29.01914088,-49.47515594,Microrregião de Araranguá,brazil
5027,-26.44698718,-48.6548232,Microrregião de Joinville,brazil
5028,-29.15274243,-49.61449308,Microrregião de Araranguá,brazil
5029,-26.76816717,-53.64751673,Microrregião de São Miguel D'Oeste,brazil
5030,-26.6681038,-53.42509418,Microrregião de São Miguel D'Oeste,brazil
5031,-26.6625622,-48.72794104,Microrregião de Itajaí,brazil
5032,-26.41748215,-50.48812893,Microrregião de Canoinhas,brazil
5033,-26.85651352,-53.61641162,Microrregião de São Miguel D'Oeste,brazil
5034,-26.80067534,-49.43612351,Microrregião de Blumenau,brazil
5035,-27.42713553,-48.70746732,Microrregião de Florianópolis,brazil
5036,-26.88498678,-49.09746763,Microrregião de Blumenau,brazil
5037,-27.76212428,-49.90448424,Microrregião de Campos de Lages,brazil
5038,-28.36096267,-49.65255264,Microrregião de Campos de Lages,brazil
5039,-26.6833106,-53.09550665,Microrregião de Chapecó,brazil
5040,-26.73998486,-52.39036114,Microrregião de Xanxerê,brazil
5041,-27.78511087,-49.56315683,Microrregião de Campos de Lages,brazil
5042,-27.17341037,-48.51712609,Microrregião de Itajaí,brazil
5043,-27.2201503,-49.12593899,Microrregião de Blumenau,brazil
5044,-28.23796708,-49.14535825,Microrregião de Tubarão,brazil
5045,-27.3680839,-49.90324009,Microrregião de Rio do Sul,brazil
5046,-27.34693663,-50.84548075,Microrregião de Curitibanos,brazil
5047,-27.12523234,-48.91029581,Microrregião de Blumenau,brazil
5048,-26.76334511,-51.08591738,Microrregião de Joaçaba,brazil
5049,-27.02424117,-53.26300055,Microrregião de Chapecó,brazil
5050,-26.62252105,-51.00767359,Microrregião de Joaçaba,brazil
5051,-27.07122028,-48.7090408,Microrregião de Itajaí,brazil
5052,-26.12079296,-49.21818824,Microrregião de São Bento do Sul,brazil
5053,-27.84742613,-50.77206376,Microrregião de Campos de Lages,brazil
5054,-26.4504291,-53.1299931,Microrregião de Chapecó,brazil
5055,-27.41380887,-51.22218936,Microrregião de Curitibanos,brazil
5056,-27.23511277,-48.80285369,Microrregião de Tijucas,brazil
5057,-26.2493309,-50.53378374,Microrregião de Canoinhas,brazil
5058,-28.06235677,-50.60642327,Microrregião de Campos de Lages,brazil
5059,-27.39230646,-51.60324087,Microrregião de Joaçaba,brazil
5060,-28.45533911,-48.94390867,Microrregião de Tubarão,brazil
5061,-27.04580358,-51.69662457,Microrregião de Joaçaba,brazil
5062,-27.14603982,-52.92067074,Microrregião de Chapecó,brazil
5063,-27.65217717,-51.30775138,Microrregião de Campos de Lages,brazil
5064,-27.77573636,-50.9322505,Microrregião de Campos de Lages,brazil
5065,-27.58240701,-49.556422,Microrregião de Ituporanga,brazil
5066,-27.12505645,-52.65076926,Microrregião de Chapecó,brazil
5067,-28.59865568,-49.33424537,Microrregião de Criciúma,brazil
5068,-27.23939838,-52.00739489,Microrregião de Concórdia,brazil
5069,-26.97601064,-52.64195517,Microrregião de Chapecó,brazil
5070,-26.88308371,-52.72600606,Microrregião de Chapecó,brazil
5071,-26.53481763,-52.67194819,Microrregião de Xanxerê,brazil
5072,-27.59730782,-50.37896012,Microrregião de Campos de Lages,brazil
5073,-26.43995498,-49.32650059,Microrregião de Joinville,brazil
5074,-28.71635744,-49.38047904,Microrregião de Criciúma,brazil
5075,-26.87878147,-53.19063682,Microrregião de Chapecó,brazil
5076,-26.97437372,-53.10069996,Microrregião de Chapecó,brazil
5077,-27.29220155,-50.61826775,Microrregião de Curitibanos,brazil
5078,-26.85798883,-53.47895198,Microrregião de São Miguel D'Oeste,brazil
5079,-26.33363628,-53.52123395,Microrregião de São Miguel D'Oeste,brazil
5080,-26.98881681,-49.77710643,Microrregião de Rio do Sul,brazil
5081,-26.70491869,-49.55405497,Microrregião de Blumenau,brazil
5082,-26.7397611,-52.57879515,Microrregião de Xanxerê,brazil
5083,-28.99042201,-49.65424468,Microrregião de Araranguá,brazil
5084,-27.28465091,-51.42161759,Microrregião de Joaçaba,brazil
5085,-26.84742434,-52.24468022,Microrregião de Xanxerê,brazil
5086,-26.76256989,-53.33664224,Microrregião de Chapecó,brazil
5087,-27.58434221,-48.48467183,Microrregião de Florianópolis,brazil
5088,-27.59497846,-48.5889052,Microrregião de Florianópolis,brazil
5089,-26.63475963,-52.79400449,Microrregião de Chapecó,brazil
5090,-28.78188017,-49.49420358,Microrregião de Criciúma,brazil
5091,-27.03737781,-50.87248787,Microrregião de Joaçaba,brazil
5092,-27.19105954,-50.76591862,Microrregião de Curitibanos,brazil
5093,-26.45154232,-52.66814719,Microrregião de Xanxerê,brazil
5094,-28.04668623,-48.65883635,Microrregião de Tubarão,brazil
5095,-26.05647101,-48.86906436,Microrregião de Joinville,brazil
5096,-26.93134289,-48.96600649,Microrregião de Blumenau,brazil
5097,-27.36190248,-48.58321177,Microrregião de Florianópolis,brazil
5098,-28.15459996,-49.317209,Microrregião de Tubarão,brazil
5099,-28.35498826,-49.02027134,Microrregião de Tubarão,brazil
5100,-27.10309198,-49.02147099,Microrregião de Blumenau,brazil
5101,-26.58035195,-53.56874004,Microrregião de São Miguel D'Oeste,brazil
5102,-26.47669032,-48.94508962,Microrregião de Joinville,brazil
5103,-26.39862499,-53.48363424,Microrregião de São Miguel D'Oeste,brazil
5104,-27.11607671,-52.78378862,Microrregião de Chapecó,brazil
5105,-27.19579247,-51.40799167,Microrregião de Joaçaba,brazil
5106,-28.76801432,-49.2732732,Microrregião de Criciúma,brazil
5107,-27.20851841,-51.21589077,Microrregião de Joaçaba,brazil
5108,-27.08894899,-51.37330534,Microrregião de Joaçaba,brazil
5109,-27.01816745,-49.52848836,Microrregião de Rio do Sul,brazil
5110,-26.85912275,-48.85722095,Microrregião de Itajaí,brazil
5111,-28.22266917,-48.83909079,Microrregião de Tubarão,brazil
5112,-28.18791163,-48.70169917,Microrregião de Tubarão,brazil
5113,-27.50281411,-49.40660144,Microrregião de Ituporanga,brazil
5114,-26.99432643,-49.22470116,Microrregião de Blumenau,brazil
5115,-26.98800134,-51.27581736,Microrregião de Joaçaba,brazil
5116,-27.37392246,-51.79942113,Microrregião de Concórdia,brazil
5117,-26.99994545,-53.48924973,Microrregião de São Miguel D'Oeste,brazil
5118,-26.6791123,-52.47611464,Microrregião de Xanxerê,brazil
5119,-27.04082614,-52.15327913,Microrregião de Concórdia,brazil
5120,-26.84470674,-53.3242246,Microrregião de Chapecó,brazil
5121,-27.02430995,-51.91677356,Microrregião de Concórdia,brazil
5122,-26.63172338,-52.88839634,Microrregião de Chapecó,brazil
5123,-26.35779983,-50.76114494,Microrregião de Canoinhas,brazil
5124,-27.24445821,-52.33242449,Microrregião de Concórdia,brazil
5125,-26.47224578,-49.8913995,Microrregião de Canoinhas,brazil
5126,-26.96917093,-48.75378812,Microrregião de Itajaí,brazil
5127,-27.10981367,-48.63377565,Microrregião de Itajaí,brazil
5128,-4.129535852,-58.29411442,Microrregião de Itacoatiara,brazil
5129,-26.07887992,-48.65529086,Microrregião de Joinville,brazil
5130,-27.45294996,-49.53939367,Microrregião de Ituporanga,brazil
5131,-27.14418324,-51.76747212,Microrregião de Joaçaba,brazil
5132,-28.9952344,-49.84730875,Microrregião de Araranguá,brazil
5133,-28.65786757,-49.04518461,Microrregião de Tubarão,brazil
5134,-26.48124994,-49.16023637,Microrregião de Joinville,brazil
5135,-26.71686634,-52.871523,Microrregião de Chapecó,brazil
5136,-27.15125761,-51.58965731,Microrregião de Joaçaba,brazil
5137,-26.24435309,-48.96155704,Microrregião de Joinville,brazil
5138,-26.85902628,-49.64629015,Microrregião de Rio do Sul,brazil
5139,-26.39417719,-52.72055964,Microrregião de Xanxerê,brazil
5140,-27.25097849,-51.59029214,Microrregião de Joaçaba,brazil
5141,-28.01909113,-50.33926659,Microrregião de Campos de Lages,brazil
5142,-28.48180989,-48.84657537,Microrregião de Tubarão,brazil
5143,-26.85509102,-52.55270655,Microrregião de Xanxerê,brazil
5144,-27.20700214,-49.73330942,Microrregião de Rio do Sul,brazil
5145,-28.38458066,-49.45278528,Microrregião de Criciúma,brazil
5146,-26.85805676,-50.70303496,Microrregião de Joaçaba,brazil
5147,-27.47234461,-49.25743632,Microrregião de Tijucas,brazil
5148,-27.03434358,-52.05027144,Microrregião de Concórdia,brazil
5149,-27.18941276,-49.50743307,Microrregião de Rio do Sul,brazil
5150,-26.72744954,-48.89112114,Microrregião de Blumenau,brazil
5151,-27.09063926,-51.50617279,Microrregião de Joaçaba,brazil
5152,-26.80370691,-51.35441706,Microrregião de Joaçaba,brazil
5153,-26.20063967,-49.88993359,Microrregião de Canoinhas,brazil
