Country,codmun,hdi,hdi_estimated_2016,hdi_estimated_2017,entropy_2016,entropy_2017,popularity_2016,popularity_2017,activity_2016_h0-5,activity_2016_h6-11,activity_2016_h12-17,activity_2016_h18-23,activity_2017_h0-5,activity_2017_h6-11,activity_2017_h12-17,activity_2017_h18-23
colombia,13244,0.19,0.46,0.41,0.25,0.24,12.9,13.68,0.01,0.044333333,0.046666667,0.066,0.0095,0.044166667,0.047333333,0.0655
colombia,54520,0.56,0.49,0.53,1.61,1.57,9.17,9.1,0.016666667,0.042,0.0485,0.059833333,0.0165,0.0425,0.047833333,0.059666667
colombia,54206,0.19,0.56,0.62,0.83,0.79,25.56,26.49,0.015666667,0.036333333,0.046333333,0.068166667,0.0155,0.036333333,0.046333333,0.068333333
colombia,5055,0.44,0.24,0.26,0.69,0.73,6.6,6.98,0.027,0.0225,0.045333333,0.071666667,0.026166667,0.022333333,0.046,0.072
colombia,19392,0.44,0.31,0.28,0.34,0.37,12.65,13.53,0.011,0.028333333,0.064833333,0.063,0.011,0.028166667,0.064,0.063166667
colombia,15299,0.69,0.55,0.49,3.12,3.1,27.42,29.62,0.007333333,0.057166667,0.0825,0.019833333,0.007,0.057333333,0.0825,0.019333333
colombia,19397,0.37,0.39,0.43,2.7,2.71,6.97,6.34,0.016333333,0.031666667,0.051333333,0.067166667,0.015833333,0.031833333,0.051666667,0.0675
colombia,23500,0.37,0.24,0.27,0.86,0.83,11.67,12.43,0.0145,0.0345,0.0455,0.0725,0.014333333,0.034666667,0.046,0.071666667
colombia,27810,0.75,0.25,0.28,0,0,8.62,8.25,0.007,0.047333333,0.053666667,0.058833333,0.007,0.0475,0.053666667,0.0585
colombia,54223,0.31,0.46,0.51,1.78,1.78,12.56,12.83,0.012166667,0.058333333,0.056,0.04,0.012333333,0.058333333,0.056166667,0.040166667
colombia,27600,0.06,0.47,0.43,0,0,14.87,16.07,0.012666667,0.023333333,0.069833333,0.060833333,0.0125,0.023833333,0.069666667,0.060833333
colombia,5079,0.62,0.54,0.6,1.08,1.09,13.25,14.39,0.019333333,0.030333333,0.046333333,0.070333333,0.019666667,0.030166667,0.046166667,0.070666667
colombia,70820,0.5,0.57,0.52,1.73,1.73,26.32,27.05,0.0105,0.0425,0.054166667,0.059166667,0.0105,0.042666667,0.054,0.059333333
colombia,68572,0.69,0.62,0.68,2.75,2.77,19.02,20.78,0.017333333,0.035166667,0.050833333,0.063166667,0.0175,0.035666667,0.050166667,0.063166667
colombia,68573,0.5,0.47,0.52,1.52,1.54,8.19,7.79,0.0175,0.028333333,0.049833333,0.071333333,0.018166667,0.027833333,0.049333333,0.071166667
colombia,5086,0.56,0.21,0.23,1.3,1.25,13.18,12.04,0.016,0.0355,0.050833333,0.063833333,0.016333333,0.0355,0.051,0.063833333
colombia,27615,0.37,0.26,0.28,0,0,10.27,10.42,0.021833333,0.029166667,0.054166667,0.061,0.022,0.029666667,0.054,0.061166667
colombia,5088,0.75,0.74,0.81,0.99,0.96,23.17,25.12,0.0075,0.017,0.077333333,0.064666667,0.007666667,0.017166667,0.077166667,0.0645
colombia,44001,0.5,0.76,0.83,0.69,0.67,20.89,20.05,0.014333333,0.035833333,0.052,0.064166667,0.014833333,0.036,0.051833333,0.064166667
colombia,5091,0.31,0.4,0.44,1.66,1.68,15.03,14.98,0.000833333,0.066666667,0.066,0.033,0.001,0.066166667,0.065833333,0.033666667
colombia,17380,0.5,0.11,0.13,0,0,8.14,8.51,0.019333333,0.034833333,0.0455,0.067,0.0195,0.035,0.045833333,0.067
colombia,5093,0.19,0.34,0.38,0,0,9.82,9.73,0.0125,0.043666667,0.048666667,0.062,0.012166667,0.0445,0.048,0.062166667
colombia,5101,0.44,0.55,0.6,2.05,2.03,12.3,12.9,0.001333333,0.012666667,0.094,0.058666667,0.001166667,0.012333333,0.093833333,0.058833333
colombia,52207,0.37,0.23,0.21,0.69,0.69,10,10.78,0.006166667,0.043666667,0.063333333,0.053166667,0.006666667,0.043833333,0.063666667,0.052833333
colombia,52210,0.69,0.26,0.28,0,0,11.39,11.2,0.0325,0.058666667,0.045166667,0.030166667,0.032666667,0.059,0.045333333,0.030166667
colombia,5107,0.19,0.5,0.55,0.33,0.34,19.75,21.27,0.0155,0.027833333,0.048333333,0.074833333,0.015166667,0.028166667,0.048166667,0.075
colombia,54261,0.37,0.54,0.59,1.04,1.05,22.08,20.2,0.020333333,0.034166667,0.054833333,0.057833333,0.020166667,0.033833333,0.0545,0.057833333
colombia,81065,0.5,0.41,0.45,1.08,1.08,6.44,6.87,0.010833333,0.0345,0.048833333,0.072833333,0.0105,0.0345,0.048666667,0.072833333
colombia,25594,0.69,0.54,0.59,0.72,0.75,19.01,20.45,0.002666667,0.051,0.043833333,0.069,0.002333333,0.051333333,0.043833333,0.069
colombia,25599,0.62,0.51,0.56,1.56,1.58,11.81,11.84,0.009666667,0.0285,0.059166667,0.069333333,0.0095,0.028333333,0.059333333,0.0695
colombia,5120,0.19,0.33,0.37,0.69,0.69,11.29,10.89,0.004666667,0.027666667,0.054166667,0.0805,0.004333333,0.027833333,0.054,0.080666667
colombia,23555,0.44,0.58,0.53,0,0,27.15,28.13,0.000333333,0.076,0.063666667,0.026166667,0.000833333,0.0765,0.063666667,0.025833333
colombia,5125,0.25,0.36,0.4,0.54,0.57,16.31,17.43,0.012666667,0.012333333,0.093833333,0.047666667,0.012666667,0.013,0.094166667,0.047
colombia,68615,0.44,0.56,0.62,1.07,1.13,12.45,11.48,0.011333333,0.037333333,0.056,0.061666667,0.011666667,0.036833333,0.056166667,0.062
colombia,5129,0.56,0.73,0.81,0.55,0.55,24.55,22.72,0.01,0.044,0.0575,0.055,0.0095,0.044333333,0.058,0.054666667
colombia,25612,1,0.69,0.76,1.41,1.4,28.98,30.9,0.008666667,0.032166667,0.051166667,0.075166667,0.009333333,0.031333333,0.051166667,0.075166667
colombia,5134,0.19,0.34,0.38,0.94,0.92,8.57,9.42,0.009333333,0.044666667,0.052333333,0.060333333,0.0095,0.0445,0.0525,0.06
colombia,19473,0.44,0.25,0.27,1.27,1.3,12.04,12.59,0.009,0.033166667,0.067,0.057666667,0.009166667,0.0325,0.067166667,0.058333333
colombia,5138,0.37,0.21,0.23,0.5,0.5,9.68,10.32,0.008,0.023666667,0.037666667,0.097333333,0.008333333,0.023833333,0.037,0.097666667
colombia,23574,0.37,0.43,0.38,1.82,1.76,7.56,7.56,0.0115,0.028166667,0.0425,0.084833333,0.011,0.028,0.042333333,0.085166667
colombia,76823,0.44,0.57,0.63,0,0,14.44,15.52,0.020333333,0.039833333,0.02,0.086166667,0.020333333,0.039666667,0.0205,0.086
colombia,17433,0.44,0.46,0.41,1.9,1.89,17.64,16.84,0.0075,0.017,0.077333333,0.064666667,0.0075,0.016833333,0.077333333,0.064666667
colombia,5147,0.56,0.47,0.52,0,0,14.49,15.13,0.0005,0.0825,0.082333333,0.001166667,0.000833333,0.082166667,0.082833333,0.000833333
colombia,5148,0.62,0.55,0.61,1.47,1.45,17.3,17.31,0.022833333,0.030833333,0.030833333,0.082333333,0.022333333,0.031,0.030833333,0.082333333
colombia,52254,0.37,0.5,0.55,0,0,12.4,12.82,0.002833333,0.049,0.036833333,0.077666667,0.0025,0.049833333,0.036333333,0.078
colombia,5154,0.56,0.54,0.59,0.28,0.26,13.5,14.84,0.011166667,0.041666667,0.037333333,0.076833333,0.011666667,0.041666667,0.037166667,0.0765
colombia,66594,0.5,0.42,0.37,0.8,0.82,19.89,19.68,0.016666667,0.037,0.0495,0.063166667,0.017166667,0.0365,0.049333333,0.063666667
colombia,17444,0.56,0.41,0.45,1.98,2.01,17.13,16.66,0.015666667,0.028166667,0.048,0.075,0.015333333,0.028,0.048166667,0.074833333
colombia,25645,0.75,0.53,0.58,0.61,0.64,20.56,21.66,0.015666667,0.071333333,0.034833333,0.045333333,0.016166667,0.070833333,0.0345,0.045333333
colombia,44078,0.37,0.76,0.84,1.22,1.25,23.14,21.82,0.015333333,0.028833333,0.049166667,0.073333333,0.014833333,0.0295,0.049,0.0735
colombia,15407,0.87,0.68,0.75,0,0,16.62,16.04,0.0015,0.051666667,0.039333333,0.074166667,0.001166667,0.051833333,0.039166667,0.0745
colombia,76892,1,0.73,0.8,2.6,2.57,19.19,20.52,0.007,0.026166667,0.055666667,0.077833333,0.006833333,0.0265,0.055333333,0.0785
colombia,15516,0.87,0.78,0.86,2.07,2.08,24.86,26.37,0.002833333,0.019833333,0.096333333,0.047833333,0.0025,0.02,0.0965,0.0475
colombia,5172,0.37,0.51,0.46,0.73,0.74,16.73,16.71,0.034666667,0.047666667,0.046833333,0.037833333,0.034666667,0.047166667,0.047333333,0.0375
colombia,19513,0.69,0.31,0.28,1.91,1.88,9.66,10.51,0.013166667,0.012,0.094,0.0475,0.013166667,0.0125,0.093666667,0.047833333
colombia,25658,0.5,0.57,0.63,3.52,3.5,24.45,26.3,0.0015,0.0495,0.047,0.068833333,0.001333333,0.05,0.047,0.068833333
colombia,19517,0.37,0.38,0.41,0,0,7.41,7.99,0.0235,0.073166667,0.0425,0.027166667,0.023833333,0.073,0.042166667,0.027166667
colombia,25662,0.5,0.6,0.67,1.07,1.08,13.96,14.11,0.017,0.0285,0.050333333,0.071166667,0.0175,0.028833333,0.049833333,0.070666667
colombia,52287,0.37,0.22,0.25,3.31,3.31,14.59,15.64,0.012833333,0.054333333,0.018666667,0.081166667,0.013,0.054333333,0.018666667,0.0805
colombia,44098,0.19,0.56,0.62,0.58,0.58,23.24,21.54,0.006166667,0.049,0.034166667,0.0775,0.005833333,0.049,0.034166667,0.077833333
colombia,5190,0.69,0.49,0.53,1.64,1.64,12.2,11.2,0.016,0.035,0.050666667,0.065333333,0.016,0.0355,0.050166667,0.065
colombia,68679,0.81,0.77,0.69,0.49,0.48,21.3,22.88,0.012,0.045666667,0.0685,0.0405,0.012166667,0.0455,0.0685,0.040333333
colombia,54344,0.06,0.35,0.38,0,0,8.29,8.23,0.007833333,0.068666667,0.0455,0.044666667,0.0075,0.0685,0.046,0.044666667
colombia,50251,0.44,0.58,0.53,2.02,2.02,15.42,14.81,0.012333333,0.032666667,0.047666667,0.074,0.012333333,0.032333333,0.0475,0.074333333
colombia,19532,0.44,0.33,0.37,4.6,4.61,10.17,11.03,0.0075,0.029333333,0.070666667,0.059,0.007333333,0.0295,0.070166667,0.0595
colombia,5197,0.31,0.52,0.57,2.92,2.94,16.6,15.52,0.011666667,0.0195,0.0445,0.091,0.011166667,0.019166667,0.045,0.091166667
colombia,17486,0.37,0.47,0.42,1.55,1.52,10.64,11.58,0.030166667,0.032666667,0.037166667,0.066333333,0.0305,0.0325,0.037166667,0.066333333
colombia,68689,0.62,0.52,0.47,0.72,0.69,29.07,27.65,0.008333333,0.048,0.05,0.0605,0.008333333,0.048,0.050166667,0.0605
colombia,15442,0.31,0.22,0.25,1.59,1.63,9.29,9.51,0.007333333,0.043833333,0.054166667,0.0615,0.0075,0.044166667,0.054166667,0.060833333
colombia,70742,0.44,0.47,0.52,1.45,1.42,16.72,18.32,0.041333333,0.028333333,0.055333333,0.0415,0.041833333,0.028166667,0.054666667,0.041666667
colombia,17495,0.56,0.43,0.48,0,0,10.79,11.68,0.000833333,0.000833333,0.000333333,0.164333333,0.000833333,0.001166667,0.000833333,0.163166667
colombia,5209,0.25,0.16,0.18,2.41,2.41,10.52,10.89,0.011666667,0.052,0.046666667,0.056166667,0.011666667,0.052166667,0.046666667,0.0565
colombia,76890,0.5,0.51,0.57,0.89,0.88,13.03,13.28,0.008166667,0.048,0.058333333,0.052166667,0.008166667,0.047666667,0.058833333,0.052
colombia,19548,0.5,0.23,0.25,1.89,1.85,12.97,13.1,0.021666667,0.040166667,0.066,0.038666667,0.021833333,0.04,0.066166667,0.038833333
colombia,76895,0.75,0.68,0.75,0.18,0.18,20.98,22.08,0.008833333,0.038666667,0.05,0.069666667,0.008833333,0.037833333,0.0505,0.0695
colombia,52320,0.56,0.45,0.4,3.36,3.34,16.47,17.72,0.0065,0.043333333,0.063333333,0.0535,0.0065,0.043833333,0.0635,0.052666667
colombia,54800,0.12,0.28,0.31,2.23,2.24,10.72,10.97,0.033666667,0.0405,0.050833333,0.041666667,0.034,0.040666667,0.050166667,0.041833333
colombia,17513,0.5,0.41,0.45,1.84,1.81,15.23,14.52,0.0115,0.033166667,0.0485,0.074166667,0.011333333,0.033333333,0.048,0.074
colombia,23660,0.44,0.66,0.73,2.8,2.78,18.48,18.85,0.003666667,0.0435,0.028666667,0.091,0.003166667,0.0435,0.028833333,0.091166667
colombia,15469,0.56,0.73,0.8,3.86,3.83,27.86,27.47,0.003,0.044666667,0.073,0.046166667,0.003,0.0445,0.0725,0.0465
colombia,52480,0.56,0,0,0,0,14.5,15.94,0.032166667,0.033,0.049166667,0.052,0.032333333,0.033333333,0.0495,0.051666667
colombia,50287,0.62,0.45,0.49,1.74,1.74,14.19,13.42,0.001666667,0.0415,0.122666667,0.001166667,0.001166667,0.0415,0.1225,0.0015
colombia,54385,0.37,0.45,0.49,0,0,7.39,7.74,0.011166667,0.032333333,0.066,0.057666667,0.009833333,0.032333333,0.066666667,0.057833333
colombia,5234,0,0.44,0.4,0,0,8.78,9.34,0.013333333,0.0335,0.056166667,0.063666667,0.013833333,0.033333333,0.055833333,0.0635
colombia,70771,0.31,0.64,0.57,3.03,3.04,17.77,18.31,0.008,0.046166667,0.053,0.059666667,0.008,0.046,0.052833333,0.059833333
colombia,17524,0.5,0.37,0.4,2.2,2.21,5.73,6.12,0.005333333,0.036333333,0.046166667,0.079166667,0.004666667,0.036,0.046666667,0.079166667
colombia,19573,0.62,0.55,0.6,1.3,1.27,15.43,16.92,0.011166667,0.031833333,0.055333333,0.068666667,0.011166667,0.0315,0.055,0.068833333
colombia,13430,0.37,0.57,0.62,1.98,2,17.14,17.66,0.014833333,0.033333333,0.054666667,0.063833333,0.014833333,0.033833333,0.054166667,0.063833333
colombia,5240,0.31,0.37,0.41,0,0,5.24,4.85,0.011666667,0.052,0.046666667,0.056166667,0.011666667,0.052166667,0.046666667,0.0565
colombia,13433,0.44,0.43,0.47,0.83,0.87,9.1,9.73,0.0185,0.029,0.048666667,0.0705,0.018666667,0.028833333,0.049166667,0.0705
colombia,66682,0.5,0.79,0.87,2.27,2.26,23.66,24.28,0.005833333,0.041166667,0.055,0.064833333,0.005833333,0.041166667,0.054666667,0.065166667
colombia,23675,0.37,0.54,0.59,0.33,0.32,17.16,17.88,0.011333333,0.043833333,0.0485,0.063,0.011166667,0.043666667,0.049,0.063166667
colombia,23678,0.31,0.3,0.33,0,0,9.5,8.65,0.0015,0.093333333,0.071,0.000833333,0.001,0.094166667,0.0705,0.000833333
colombia,66687,0.44,0.53,0.58,1.96,1.92,13.63,13,0.027,0.051833333,0.035,0.052833333,0.027,0.052,0.0345,0.053166667
colombia,5250,0.44,0.31,0.34,1.22,1.21,11.56,12,0.028166667,0.056166667,0.0325,0.049833333,0.028166667,0.0565,0.0325,0.049166667
colombia,15491,1,0.76,0.69,0,0,24.14,25.46,0.023333333,0.036,0.045166667,0.061833333,0.0235,0.036,0.045333333,0.061833333
colombia,52356,0.62,0.71,0.64,0.89,0.89,23.05,24.76,0.007833333,0.082166667,0.028333333,0.048666667,0.007666667,0.082333333,0.027666667,0.048666667
colombia,17541,0.37,0.3,0.27,2.46,2.45,13.22,13.3,0.012166667,0.031833333,0.064,0.058666667,0.0125,0.031666667,0.0645,0.057833333
colombia,23686,0.44,0.55,0.6,1.39,1.35,12.31,11.75,0.009,0.046166667,0.053833333,0.058,0.009333333,0.046166667,0.053833333,0.057333333
colombia,25736,0.81,0.62,0.56,0,0,25.23,24.55,0.017166667,0.035666667,0.051,0.062666667,0.016666667,0.0355,0.051666667,0.062666667
colombia,50313,0.62,0.72,0.8,1.14,1.15,23.64,24.96,0.008333333,0.082333333,0.028,0.048,0.007666667,0.082166667,0.028666667,0.0485
colombia,27787,0.37,0.41,0.45,0,0,12.97,12.44,0.007666667,0.054833333,0.090166667,0.014166667,0.006833333,0.055166667,0.090833333,0.0135
colombia,15500,0.75,0.78,0.86,1.51,1.55,31.52,33.83,0.0125,0.033333333,0.047666667,0.073166667,0.012166667,0.033333333,0.0475,0.073333333
colombia,50318,0.69,0.63,0.69,2.2,2.18,21.59,22.74,0.016166667,0.046833333,0.034333333,0.069,0.016166667,0.046833333,0.034833333,0.068833333
colombia,25743,0.56,0.59,0.65,1.02,0.97,18.67,20.38,0.009666667,0.0355,0.046666667,0.075166667,0.0095,0.0355,0.046666667,0.075
colombia,5264,0.87,0.07,0.08,2.27,2.26,12.77,11.98,0.012,0.041166667,0.047833333,0.0655,0.011666667,0.041166667,0.047833333,0.065833333
colombia,25745,0.75,0.57,0.51,1.67,1.67,18.77,19.42,0.008166667,0.0385,0.051833333,0.068166667,0.008333333,0.039166667,0.051,0.068
colombia,5266,1,0.84,0.92,1.09,1.09,18.29,16.97,0.0055,0.0385,0.019333333,0.103,0.006166667,0.037833333,0.02,0.103166667
colombia,15507,0.5,0.41,0.45,1.79,1.75,6.96,6.35,0.013333333,0.046166667,0.058,0.048666667,0.012666667,0.047,0.057833333,0.049333333
colombia,25754,0.69,0.72,0.65,0.64,0.63,24.83,23.72,0.013333333,0.036333333,0.050666667,0.066166667,0.013333333,0.036166667,0.050666667,0.0665
colombia,52079,0.19,0.33,0.37,1.43,1.43,9.89,10.85,0.014666667,0.0305,0.0375,0.084166667,0.014,0.03,0.038333333,0.084333333
colombia,13468,0.37,0.26,0.24,1.28,1.35,12.06,12.07,0.014833333,0.029166667,0.054666667,0.0685,0.014833333,0.028666667,0.054833333,0.068166667
colombia,25758,1,0.77,0.69,0,0,28.11,28.28,0.007,0.0585,0.058833333,0.042166667,0.007,0.058333333,0.058333333,0.042833333
colombia,13473,0.44,0.5,0.45,0,0,12.32,12.6,0.011333333,0.041333333,0.062666667,0.051833333,0.011333333,0.041,0.063,0.051166667
colombia,5282,0.62,0.37,0.41,2.86,2.88,19.74,20.29,0.0305,0.016,0.074833333,0.0455,0.030333333,0.016,0.075,0.0455
colombia,5284,0.31,0.5,0.45,0.11,0.1,18.91,19.76,0.013666667,0.0435,0.050166667,0.059166667,0.013833333,0.043,0.050166667,0.059333333
colombia,19622,0.44,0.22,0.19,0.5,0.48,7.72,8.24,0.0035,0.028166667,0.068833333,0.065833333,0.003833333,0.028666667,0.068333333,0.065666667
colombia,70823,0.44,0.34,0.37,2.15,2.17,13.01,12.17,0.012666667,0.037,0.049666667,0.067333333,0.012333333,0.037,0.049666667,0.067666667
colombia,25769,0.87,0.61,0.68,1.96,1.96,17.14,17.95,0.010333333,0.032333333,0.066166667,0.057666667,0.0105,0.032166667,0.066666667,0.057666667
colombia,85162,0.75,0.64,0.71,0.42,0.39,28.71,29.77,0.01,0.038333333,0.057166667,0.061333333,0.01,0.0385,0.057,0.061333333
colombia,15531,0.31,0.23,0.25,0.83,0.82,11.13,10.12,0.008333333,0.039,0.051166667,0.068333333,0.008666667,0.038833333,0.051,0.068333333
colombia,25772,0.69,0.57,0.51,0.6,0.62,30.35,30.56,0.007,0.0455,0.052333333,0.0615,0.007166667,0.046,0.052666667,0.061333333
colombia,50350,0.44,0.42,0.38,0.48,0.46,10.65,10.38,0.000833333,0.055666667,0.091333333,0.018833333,0.000833333,0.0555,0.091333333,0.019
colombia,52399,0.44,0.42,0.46,1.29,1.29,17.7,17.05,0.022333333,0.029166667,0.054166667,0.061166667,0.022666667,0.028833333,0.054,0.061333333
colombia,25779,0.81,0.42,0.47,0.84,0.81,5.69,6.1,0.007333333,0.068666667,0.045833333,0.044666667,0.008,0.068666667,0.045666667,0.044333333
colombia,15542,0.5,0.56,0.61,1.34,1.34,19.61,21.12,0.005,0.0655,0.069,0.027666667,0.005,0.065166667,0.069166667,0.027333333
colombia,25785,0.75,0.71,0.64,0.48,0.5,24.52,22.3,0.001166667,0.086666667,0.039166667,0.039333333,0.001,0.087166667,0.039333333,0.039166667
colombia,52411,0.37,0.25,0.23,2.5,2.47,8.04,8.64,0.013666667,0.038166667,0.042166667,0.0725,0.013666667,0.037333333,0.043,0.072666667
colombia,5308,0.94,0.61,0.67,1.63,1.62,27.19,25.11,0.000333333,0.001,0.164166667,0.000833333,0.000666667,0.0005,0.164333333,0.001
colombia,5310,0.62,0.17,0.19,3.1,3.11,10.46,11.2,0.009166667,0.0315,0.051,0.074833333,0.009166667,0.031333333,0.0505,0.0755
colombia,5313,0.37,0.37,0.33,2.81,2.85,19.62,19.02,0.008,0.0685,0.0455,0.044666667,0.007833333,0.0685,0.045666667,0.044833333
colombia,50370,0.31,0.34,0.38,3.55,3.55,9.78,9.97,0.012666667,0.057833333,0.056166667,0.04,0.012333333,0.058166667,0.056,0.04
colombia,25797,0.69,0.51,0.56,0,0,13.58,12.91,0.0215,0.039,0.034333333,0.072,0.022,0.0385,0.034166667,0.071833333
colombia,5318,0.69,0.54,0.59,1.77,1.72,20.24,19.67,0.006166667,0.045,0.052666667,0.0635,0.006,0.0445,0.052833333,0.0635
colombia,20001,0.56,0.91,1,0.32,0.33,25.87,26.36,0.005666667,0.039166667,0.063,0.058833333,0.005833333,0.0395,0.062833333,0.0585
colombia,17616,0.37,0.32,0.35,1.22,1.26,20.52,21.74,0.003166667,0.026333333,0.044833333,0.0925,0.003166667,0.026,0.044833333,0.0925
colombia,15572,0.5,0.5,0.55,1.66,1.65,14.94,14.74,0.013833333,0.029166667,0.0525,0.071333333,0.013333333,0.028833333,0.053333333,0.071
colombia,25815,0.56,0.49,0.44,0,0,9.99,9.13,0.008333333,0.0475,0.067,0.044,0.0085,0.047166667,0.067,0.044
colombia,25817,1,0.75,0.82,0,0,22.57,22.74,0.021666667,0.050666667,0.046166667,0.048333333,0.020833333,0.050666667,0.046666667,0.048666667
colombia,50400,0.69,0.52,0.58,1.25,1.26,14.01,14.32,0.015833333,0.037333333,0.054,0.06,0.015666667,0.036833333,0.0535,0.060666667
colombia,54498,0.5,0.87,0.78,0.77,0.76,29.46,32.11,0.019166667,0.040833333,0.037,0.069666667,0.019166667,0.040833333,0.037,0.0695
colombia,70523,0.19,0.2,0.22,0.86,0.9,11.95,11.99,0.019333333,0.042,0.0775,0.027666667,0.019666667,0.042,0.077,0.027833333
colombia,85225,0.69,0.52,0.57,1.71,1.7,8.34,8.43,0.000666667,0.047333333,0.0245,0.094166667,0.001166667,0.047333333,0.0245,0.094333333
colombia,19693,0.37,0.41,0.37,0,0,13.96,15.27,0.0145,0.022666667,0.054833333,0.0745,0.014833333,0.022333333,0.054833333,0.074666667
colombia,85230,0.37,0.59,0.53,1.06,1.06,19.41,20.69,0.0135,0.0335,0.052166667,0.067666667,0.013333333,0.033333333,0.0525,0.067666667
colombia,25839,0.56,0.63,0.69,1.23,1.21,24.8,27.06,0.015833333,0.039,0.056666667,0.055166667,0.015833333,0.0385,0.056666667,0.055666667
colombia,15600,0.5,0.36,0.4,2.13,2.13,12.93,13.64,0.0045,0.047166667,0.0685,0.046333333,0.004833333,0.046666667,0.068166667,0.047
colombia,5361,0.12,0.51,0.46,0.72,0.74,15.93,15.16,0.000833333,0.0005,0.117,0.048,0.001333333,0.001333333,0.116833333,0.047333333
colombia,19698,0.75,0.59,0.53,0.59,0.58,25.64,26.54,0.0095,0.044333333,0.058166667,0.055,0.009666667,0.044166667,0.058,0.054666667
colombia,25843,0.75,0.72,0.65,0,0,26.71,29.2,0.000666667,0.018833333,0.059833333,0.087333333,0.000833333,0.019,0.059666667,0.086833333
colombia,5364,0.56,0.46,0.51,2.77,2.81,13.82,14.25,0.010833333,0.033666667,0.033166667,0.089,0.010833333,0.033166667,0.033666667,0.088833333
colombia,17653,0.44,0.32,0.35,0,0,14.32,13.16,0.012666667,0.054,0.054333333,0.045666667,0.013333333,0.0535,0.054166667,0.045666667
colombia,54518,0.87,0.84,0.75,0,0,22.05,23.27,0.015166667,0.044666667,0.045,0.062166667,0.014833333,0.044833333,0.045166667,0.062
colombia,44279,0.44,0.55,0.6,0.99,0.99,22,19.84,0.011166667,0.0395,0.058,0.058333333,0.011333333,0.039333333,0.0575,0.058833333
colombia,5368,0.69,0.49,0.44,1.08,1.12,15.27,15.35,0.007333333,0.044666667,0.059666667,0.055,0.007333333,0.045166667,0.059833333,0.054666667
colombia,68861,0.37,0.61,0.55,0.75,0.71,19.74,19.63,0.014166667,0.038833333,0.042333333,0.070833333,0.013833333,0.0395,0.041833333,0.071333333
colombia,23807,0.19,0.46,0.42,0.69,0.69,15.09,16.4,0.0125,0.039166667,0.050333333,0.0645,0.0125,0.039,0.050833333,0.0645
colombia,5376,0.81,0.61,0.67,0.71,0.7,26.97,24.33,0.013666667,0.046833333,0.059,0.047666667,0.013666667,0.046833333,0.059,0.047333333
colombia,17665,0.37,0.53,0.58,1.83,1.82,23.18,23.4,0.014333333,0.043666667,0.049666667,0.058833333,0.014166667,0.043166667,0.049833333,0.059166667
colombia,85250,0.44,0.57,0.51,1.05,1.01,11.46,11.84,0.010833333,0.047666667,0.0615,0.046666667,0.010666667,0.0475,0.0615,0.046833333
colombia,5380,0.81,0.64,0.57,1.96,1.9,23.33,24.56,0.021833333,0.042666667,0.042166667,0.059833333,0.021833333,0.0425,0.042666667,0.059833333
colombia,25862,0.5,0.25,0.27,1.08,1.07,14.24,14.24,0.0135,0.034833333,0.064,0.054166667,0.013333333,0.034833333,0.064,0.0545
colombia,85263,0.5,0.47,0.43,1.53,1.55,9.46,9.73,0.000833333,0.001166667,0.163833333,0.000833333,0.001333333,0.001,0.163166667,0.001166667
colombia,15632,0.56,0.55,0.6,1.31,1.31,7.07,7.31,0.026,0.044166667,0.043666667,0.052833333,0.026166667,0.044333333,0.0435,0.052833333
colombia,25873,0.69,0.48,0.53,0.19,0.2,16.38,16.26,0.006833333,0.044666667,0.060166667,0.054666667,0.0075,0.044833333,0.059833333,0.054833333
colombia,50450,0.25,0.56,0.61,1.46,1.47,7.9,8.65,0.008166667,0.046,0.053333333,0.058833333,0.009,0.045833333,0.052666667,0.059
colombia,25875,0.69,0.71,0.78,1.72,1.69,22.26,21.21,0.006333333,0.055166667,0.035333333,0.069833333,0.0055,0.055166667,0.035333333,0.0705
colombia,73217,0.31,0.16,0.14,1.9,1.91,9.18,9.17,0.015,0.055166667,0.028,0.068666667,0.014333333,0.055166667,0.028666667,0.068833333
colombia,25878,0.5,0.39,0.43,1.03,1.02,17.25,16.14,0.006166667,0.051666667,0.068833333,0.040333333,0.006333333,0.051,0.0695,0.04
colombia,5400,0.69,0.46,0.42,2.9,2.91,13.34,12.96,0.0095,0.0355,0.047,0.074666667,0.009666667,0.0355,0.0465,0.075
colombia,52506,0.5,0.47,0.42,0.94,0.96,10.77,10.8,0.015,0.027833333,0.0535,0.069833333,0.015,0.028166667,0.053166667,0.0705
colombia,25885,0.19,0.49,0.44,3.09,3.09,16.5,16.1,0.022833333,0.015666667,0.087833333,0.040833333,0.022333333,0.015666667,0.088,0.0405
colombia,15646,0.44,0.48,0.44,0.95,0.94,13.47,13.7,0.010833333,0.038666667,0.052833333,0.064166667,0.011,0.038666667,0.053,0.064
colombia,19743,0.5,0.4,0.44,0.64,0.65,6.38,6.76,0.014333333,0.031666667,0.045666667,0.074833333,0.014166667,0.031333333,0.045666667,0.0755
colombia,13600,0.37,0.27,0.3,0,0,7.29,7.72,0.023333333,0.119333333,0.017166667,0.0065,0.022833333,0.118833333,0.017833333,0.006833333
colombia,5411,0.44,0.38,0.35,0.58,0.62,22.4,22.41,0.013166667,0.049166667,0.049333333,0.054666667,0.013333333,0.049166667,0.049333333,0.055
colombia,73001,0.75,0.96,0.87,0,0,22.78,21.39,0.011666667,0.035166667,0.051333333,0.0685,0.0115,0.034833333,0.051333333,0.068666667
